ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-41090751,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""1"", ""10-Phenanthroline""]","[""Potassium carbonate""]","[""BASE""]","[""Toluene""]",80.0,72.0,90,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/1+10-Phenanthroline/Potassium carbonate/Toluene,67b66d39,67b66d39,RCT: 103-76-4 + 365427-30-1 | PRO: 3047760-67-5 | RGT: 584-08-7 | CAT: 66-71-7 + 7758-98-7 | SOL: 108-88-3,"[""103-76-4"", ""365427-30-1""]","[""3047760-67-5""]","[""Potassium carbonate (K2CO3)""]","[""1,10-Phenanthroline"", ""Copper(II) sulfate (CuSO4)""]","[""Toluene""]"
31-614-CAS-41122671,Ullmann,"[""Copper sulfate; 72 h""]","[""Cu""]","[""rt  180 C""]","[""Potassium carbonate""]","[""BASE""]",[],180.0,72.0,86,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/rt  180 C/Potassium carbonate/none,08a7df2f,08a7df2f,RCT: 4860-93-9 + 66003-76-7 | PRO: 4845-49-2 | RGT: 584-08-7 | CAT: 7758-98-7,"[""4860-93-9"", ""66003-76-7""]","[""4845-49-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper(II) sulfate (CuSO4)""]",[]
31-614-CAS-41122674,Ullmann,"[""Copper sulfate; 72 h""]","[""Cu""]","[""180 C""]","[""Potassium carbonate""]","[""BASE""]",[],180.0,72.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/180 C/Potassium carbonate/none,d1fdc239,d1fdc239,RCT: 108-26-9 + 84563-54-2 | PRO: 100553-88-6 | RGT: 584-08-7 | CAT: 7758-98-7,"[""108-26-9"", ""84563-54-2""]","[""100553-88-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(II) sulfate (CuSO4)""]",[]
31-614-CAS-41137264,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,48.0,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 15424-14-3 + 207115-22-8 | PRO: 3061589-13-4 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""15424-14-3"", ""207115-22-8""]","[""3061589-13-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41137269,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,48.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 105-56-6 + 924660-44-6 | PRO: 2999684-25-0 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""105-56-6"", ""924660-44-6""]","[""2999684-25-0""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41137271,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,48.0,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 615-43-0 + 109-97-7 | PRO: 6025-60-1 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""615-43-0"", ""109-97-7""]","[""6025-60-1""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41148457,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,21.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Cesium carbonate/Dimethylformamide,82a9e6ad,82a9e6ad,RCT: 955368-90-8 + 2160859-49-2 | PRO: 2924005-22-9 | RGT: 534-17-8 | CAT: 66-71-7 + 7681-65-4 | SOL: 68-12-2,"[""955368-90-8"", ""2160859-49-2""]","[""2924005-22-9""]","[""Cesium carbonate (Cs2CO3)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41148462,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,21.0,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Cesium carbonate/Dimethylformamide,82a9e6ad,82a9e6ad,RCT: 288-13-1 + 1714-27-8 | PRO: 3051701-93-7 | RGT: 534-17-8 | CAT: 66-71-7 + 7681-65-4 | SOL: 68-12-2,"[""288-13-1"", ""1714-27-8""]","[""3051701-93-7""]","[""Cesium carbonate (Cs2CO3)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41148464,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,21.0,79,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Cesium carbonate/Dimethylformamide,82a9e6ad,82a9e6ad,RCT: 91-56-5 + 244205-40-1 | PRO: 3031722-15-0 | RGT: 534-17-8 | CAT: 66-71-7 + 7681-65-4 | SOL: 68-12-2,"[""91-56-5"", ""244205-40-1""]","[""3031722-15-0""]","[""Cesium carbonate (Cs2CO3)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41148465,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,21.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Cesium carbonate/Dimethylformamide,82a9e6ad,82a9e6ad,RCT: 36590-52-0 + 533-58-4 | PRO: 3061589-02-1 | RGT: 534-17-8 | CAT: 66-71-7 + 7681-65-4 | SOL: 68-12-2,"[""36590-52-0"", ""533-58-4""]","[""3061589-02-1""]","[""Cesium carbonate (Cs2CO3)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41164535,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate""]","[""UNK""]","[""Toluene""]",110.0,24.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate/Toluene,5cc6e027,5cc6e027,RCT: 288-88-0 + 591-50-4 | PRO: 13423-60-4 | RGT: 7778-53-2 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""288-88-0"", ""591-50-4""]","[""13423-60-4""]","[""Tripotassium phosphate (K3PO4)""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-41175788,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",80.0,72.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 110-91-8 + 159090-73-0 | PRO: 1497289-75-4 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""110-91-8"", ""159090-73-0""]","[""1497289-75-4""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-41175790,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",80.0,72.0,77,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 288-88-0 + 612-55-5 | PRO: 2918995-22-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""288-88-0"", ""612-55-5""]","[""2918995-22-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-41175793,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",80.0,48.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 2043-61-0 + 15310-01-7 | PRO: 1414871-28-5 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""2043-61-0"", ""15310-01-7""]","[""1414871-28-5""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-41192898,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""4"", ""7-Diphenyl-1"", ""10-phenanthroline""]","[""Trimethylamineborane"", ""1-Methyl-1-phenylethyl triethylsilyl peroxide; rt; 16 h"", ""rt""]","[""NUC"", ""OX"", ""UNK""]","[""Ethyl acetate""]",25.0,16.5,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/10-phenanthroline+4+7-Diphenyl-1/1-Methyl-1-phenylethyl triethylsilyl peroxide; rt; 16 h+Trimethylamineborane+rt/Ethyl acetate,b440510e,5748f14d,RCT: 123-56-8 + 254454-54-1 | PRO: 2557353-87-2 | RGT: 75-22-9 + 39809-93-3 | CAT: 142-71-2 + 1662-01-7 | SOL: 141-78-6,"[""123-56-8"", ""254454-54-1""]","[""2557353-87-2""]","[""Unresolved CAS 75-22-9"", ""Unresolved CAS 39809-93-3""]","[""Copper(II) acetate (Cu(OAc)2)"", ""Unresolved CAS 1662-01-7""]","[""Ethyl acetate""]"
31-614-CAS-41192942,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""4"", ""7-Diphenyl-1"", ""10-phenanthroline""]","[""Trimethylamineborane"", ""1-Methyl-1-phenylethyl triethylsilyl peroxide; rt; 12 h"", ""rt""]","[""NUC"", ""OX"", ""UNK""]","[""Ethyl acetate""]",25.0,12.5,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/10-phenanthroline+4+7-Diphenyl-1/1-Methyl-1-phenylethyl triethylsilyl peroxide; rt; 12 h+Trimethylamineborane+rt/Ethyl acetate,2862dbad,5748f14d,RCT: 626-55-1 + 1546902-40-2 | PRO: 3048634-28-9 | RGT: 75-22-9 + 39809-93-3 | CAT: 142-71-2 + 1662-01-7 | SOL: 141-78-6,"[""626-55-1"", ""1546902-40-2""]","[""3048634-28-9""]","[""Unresolved CAS 75-22-9"", ""Unresolved CAS 39809-93-3""]","[""Copper(II) acetate (Cu(OAc)2)"", ""Unresolved CAS 1662-01-7""]","[""Ethyl acetate""]"
31-614-CAS-41194612,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,4.0,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Cesium carbonate/Dimethylformamide,82a9e6ad,82a9e6ad,RCT: 104-55-2 + 15310-01-7 | PRO: 20873-08-9 | RGT: 534-17-8 | CAT: 66-71-7 + 7681-65-4 | SOL: 68-12-2,"[""104-55-2"", ""15310-01-7""]","[""20873-08-9""]","[""Cesium carbonate (Cs2CO3)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41277501,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.833,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 103-67-3 + 111079-18-6 + 107-19-7 | PRO: 3055050-33-1 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""103-67-3"", ""111079-18-6"", ""107-19-7""]","[""3055050-33-1""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277502,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.833,86,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 110-91-8 + 34421-94-8 | PRO: 1204-86-0 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""110-91-8"", ""34421-94-8""]","[""1204-86-0""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277507,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.833,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 497-25-6 + 1765-93-1 | PRO: 353265-73-3 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""497-25-6"", ""1765-93-1""]","[""353265-73-3""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277510,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 35 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.917,84,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 35 min+rt/Water,9916e300,9916e300,RCT: 110-89-4 + 111079-18-6 + 107-19-7 | PRO: 3055050-29-5 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""110-89-4"", ""111079-18-6"", ""107-19-7""]","[""3055050-29-5""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277512,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,3.833,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 420-04-2 + 895701-68-5 | PRO: 3065510-16-6 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""420-04-2"", ""895701-68-5""]","[""3065510-16-6""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277514,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.833,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 4595-59-9 + 1547036-10-1 | PRO: 3038179-04-0 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""4595-59-9"", ""1547036-10-1""]","[""3038179-04-0""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277516,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 30 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,5.833,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 30 min+rt/Water,c7b17676,c7b17676,RCT: 103-01-5 + 82019-33-8 | PRO: 2484838-36-8 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""103-01-5"", ""82019-33-8""]","[""2484838-36-8""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277518,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 25 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.75,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 25 min+rt/Water,3e0285aa,3e0285aa,RCT: 487-89-8 + 86-98-6 | PRO: 3052754-74-9 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""487-89-8"", ""86-98-6""]","[""3052754-74-9""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277524,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""Kanamycin A""]","[""Potassium carbonate; 25 min"", ""rt""]","[""BASE"", ""UNK""]","[""Water""]",25.0,0.75,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/Kanamycin A/Potassium carbonate; 25 min+rt/Water,3e0285aa,3e0285aa,RCT: 288-32-4 + 1611-92-3 | PRO: 1398410-73-5 | RGT: 584-08-7 | CAT: 59-01-8 + 7758-98-7 | SOL: 7732-18-5,"[""Unresolved CAS 288-32-4"", ""1611-92-3""]","[""1398410-73-5""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 59-01-8"", ""Copper(II) sulfate (CuSO4)""]","[""Water""]"
31-614-CAS-41277567,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,33.0,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 420-04-2 + 55204-50-7 | PRO: 102242-09-1 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""420-04-2"", ""55204-50-7""]","[""102242-09-1""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277568,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 109-04-6 + 4214-79-3 | PRO: 109822-12-0 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""109-04-6"", ""4214-79-3""]","[""109822-12-0""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277570,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,90,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 89-98-5 + 100-63-0 + 141-97-9 | PRO: 96179-29-2 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""89-98-5"", ""100-63-0"", ""141-97-9""]","[""96179-29-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277571,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 303-26-4 + 10040-96-7 | PRO: 3047760-57-3 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""303-26-4"", ""10040-96-7""]","[""3047760-57-3""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277572,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 134312-61-1 + 955368-90-8 | PRO: 2924005-84-3 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""134312-61-1"", ""955368-90-8""]","[""2924005-84-3""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277574,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 288-13-1 + 173063-52-0 | PRO: 3037394-48-9 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""288-13-1"", ""173063-52-0""]","[""3037394-48-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277575,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,96,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 7228-38-8 + 20980-22-7 | PRO: 1369242-81-8 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""7228-38-8"", ""20980-22-7""]","[""1369242-81-8""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277576,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 120-72-9 + 623-12-1 | PRO: 93597-01-4 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""120-72-9"", ""623-12-1""]","[""93597-01-4""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277577,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,1811.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 91-21-4 + 589-87-7 | PRO: 1057279-05-6 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""91-21-4"", ""589-87-7""]","[""1057279-05-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
31-614-CAS-41277578,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,30.0,90,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Potassium carbonate/Dimethylformamide,f1b932aa,f1b932aa,RCT: 955368-90-8 + 2924005-19-4 | PRO: 2924005-20-7 | RGT: 584-08-7 | CAT: 7440-50-8 | SOL: 68-12-2,"[""955368-90-8"", ""2924005-19-4""]","[""2924005-20-7""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)""]","[""DMF""]"
