record_index,RXN:VAR(1):CAS_Reaction_Number,RXN:RCT(1):CAS_RN,RXN:RCT(2):CAS_RN,RXN:RCT(3):CAS_RN,RXN:RCT(4):CAS_RN,RXN:PRO(1):CAS_RN,RXN:VAR(1):PRO(1):YIELD,RXN:VAR(1):REFERENCE(1):AUTHOR,RXN:VAR(1):REFERENCE(1):TITLE,RXN:VAR(1):REFERENCE(1):CITATION,RXN:VAR(1):NOTES,RXN:VAR(1):CAT(1):CAS_RN,RXN:VAR(1):CAT(2):CAS_RN,RXN:VAR(1):CAT(3):CAS_RN,RXN:VAR(1):CAT(4):CAS_RN,RXN:VAR(1):RGT(1):CAS_RN,RXN:VAR(1):RGT(2):CAS_RN,RXN:VAR(1):RGT(3):CAS_RN,RXN:VAR(1):RGT(4):CAS_RN,RXN:VAR(1):RGT(5):CAS_RN,RXN:VAR(1):RGT(6):CAS_RN,RXN:VAR(1):SOL(1):CAS_RN,RXN:VAR(1):SOL(2):CAS_RN,RXN:VAR(1):SOL(3):CAS_RN,RXN:VAR(1):SOL(4):CAS_RN,RXN:VAR(1):SOL(5):CAS_RN,yield_percent,year
314,31-614-CAS-37847482,100-61-8,93961-29-6,878203-50-0,,2989955-77-1,90,"Xu, Jie; Ge, Zhaoliang; Ding, Kuiling; Wang, Xiaoming",Rh(II)/Pd(0) Dual-Catalyzed Regio-Divergent Three-Component Propargylic,"JACS Au (2023), 3(10), 2862-2872","chemoselective, regioselective, sealed tube used",51364-51-3,73482-96-9,1160861-53-9,,534-17-8,,,,,,75-05-8,,,,,90,2023.0
315,31-614-CAS-38030292,1722-12-9,32231-06-4,,,3605-01-4,90,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,90,2023.0
316,31-614-CAS-43376622,106-37-6,1860819-56-2,,,3067859-65-5,90,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (300W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,90,2024.0
317,31-614-CAS-37287073,135-67-1,3972-65-4,,,1432697-98-7,90,"Mao, Lijun; Li, Fengwu; Huang, Lingzi; Qu, Xin; Wang, Ke; Zhang, Yanjing;","Structurally Diversified Calix[3]phenoxazines: Synthesis, Solid-State","Organic Letters (2023), 25(30), 5597-5601",Schlenk tube used,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,90,2023.0
318,31-614-CAS-40129223,3036636-05-9,,,,3047887-14-6,90,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,90,2023.0
319,31-614-CAS-41203522,51-17-2,636-98-6,,,22492-14-4,90,"Chandrashekharan, Bhuwaneshwari; Sampatkumar, Harini G.; George, Dani;",Palladium nanoparticle immobilized on coconut coir extract coated boron,"Diamond and Related Materials (2024), 147111261","green chemistry-catalyst, recyclable catalyst, optimization study,",7440-05-3,,,,534-17-8,,,,,,68-12-2,,,,,90,2024.0
320,31-614-CAS-36273149,5439-98-5,66003-76-7,,,2923249-40-3,90,"Naharwal, Sushma; Kharat, Narendra Dinkar; Mahesha, Chikkagundagal K.;","Palladium-Catalyzed Regioselective C-Arylation and C,N-Diarylation of","Synthesis (2023), 55(21), 3515-3525",regioselective,3375-31-3,564483-18-7,,,127-08-2,7782-44-7,,,,,68-12-2,,,,,90,2023.0
321,31-614-CAS-35422526,30318-99-1,316131-01-8,,,2898499-98-2,90,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",sealed Schlenk tube used,2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,90,2023.0
322,31-614-CAS-40129198,3036635-75-0,,,,3047886-83-6,90,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 90% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,90,2023.0
323,31-614-CAS-37222337,100-00-5,110-91-8,,,10389-51-2,90,"Garnes-Portoles, Francisco; Sanz-Navarro, Sergio; Ballesteros-Soberanas,",Indomuscone-Based Sterically Encumbered Phosphines as Ligands for,"Journal of Organic Chemistry (2023), 88(9), 5962-5971","reaction in a sealed vial,phosphine catalyst prepared and",51364-51-3,2942266-81-9,,,865-48-5,,,,,,123-91-1,,,,,90,2023.0
324,31-614-CAS-35422574,110-89-4,99073-88-8,,,2112962-12-4,90,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329","thermal, sealed Schlenk tube used",2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,90,2023.0
325,31-614-CAS-40733459,100-52-7,100-63-0,625-95-6,630-08-0,3047136-52-4,90,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,90,2024.0
326,31-614-CAS-38970006,589-09-3,57418-97-0,,,3026215-70-0,90,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28","chemoselective, Schlenk tube used, catalyst stoichiometry dependent",2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,90,2024.0
327,31-614-CAS-42934080,108-86-1,123-75-1,,,4096-21-3,90,"Du, Zihang; Zhang, Jiahao; Lv, Xueli; Zhang, Kun; Ji, Wei; Wang, Minyan;","Copper(I)-Catalyzed α,β-Dehydrogenative [2 + 3] Heteroannulation of","ACS Catalysis (2024), 14(23), 18107-18115",reaction in a sealed tube,51364-51-3,98327-87-8,,,865-48-5,,,,,,108-88-3,,,,,90,2024.0
328,31-614-CAS-40743043,86-74-8,38268-11-0,,,3047050-45-0,89,"Wong, Hui Qi; Lin, Ting-Hsuan; Liao, Jian-Ming; Kholimatussadiah, Septia;",Electroactive Carbazole-Based Polycyclic Aromatic Hydrocarbons:,"ACS Omega (2024), 9(27), 29379-29390",,3375-31-3,,,,865-48-5,13716-12-6,,,,,108-88-3,,,,,89,2024.0
329,31-614-CAS-35436070,90-90-4,613-32-1,,,2883652-82-0,89,"Wan, Qing; Li, Yuxuan; Ding, Keke; Xie, Yili; Fan, Jianzhong; Tong,",Aggregation Effect on Multiperformance Improvement in Aryl-Armed,"Journal of the American Chemical Society (2023), 145(3), 1607-1616",,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,89,2023.0
330,31-614-CAS-39194491,1914543-70-6,2411689-67-1,,,3033294-99-1,89,"Wu, Chenggui; Liu, Ze-Shui; Shang, Yong; Liu, Chang; Deng, Shuang; Cheng,",Asymmetric Two-Component Alkenyl Catellani Reaction for the Construction,"Chinese Journal of Chemistry (2024), 42(7), 699-704","stereoselective (ee = 92%), Catellani reaction, sealed vial used",3375-31-3,2248160-18-9,,,584-08-7,,,,,,109-99-9,,,,,89,2024.0
331,31-614-CAS-36138039,887127-61-9,1800259-02-2,,,2914140-18-2,89,"Primrose, William L.; Mayder, Don M.; Hojo, Ryoga; Hudson, Zachary M.",Dibenzodipyridophenazines with Dendritic Electron Donors Exhibiting,"Journal of Organic Chemistry (2023), 88(7), 4224-4233","thermal, Buchwald-Hartwig cross coupling,reaction in a sealed Schlenk",3375-31-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,89,2023.0
332,31-614-CAS-41335319,58900-36-0,109179-31-9,,,3060705-04-3,89,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 93",52522-40-4,849924-41-0,,,7778-53-2,,,,,,1634-04-4,,,,,89,2024.0
333,31-614-CAS-39524859,110-89-4,3430-17-9,,,1851641-66-1,89,"Kumar Someswara Ashwathappa, Puneeth; Higashi, Takuya; Desrosiers,",Metal-Free Directed Site-Selective Csp3-H Borylation of Saturated Cyclic,"Angewandte Chemie, International Edition (2023), 62(39), e202309295","capped vial used,glove box used",3375-31-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,89,2023.0
334,31-614-CAS-42547909,4597-87-9,56423-63-3,,,3030865-42-7,89,"Wu, Si-Hai; Ma, Junjie; Peng, Hui-E.; Zheng, Ren-Hui; Zhang, Zhe; Yang,",Ratiometric Imaging Detection of Amyloid-β Fibrils by a Dual-Emissive,"Inorganic Chemistry (2024), 63(39), 17983-17992","sealed tube used, Buchwald-Hartwig coupling",12150-46-8,51364-51-3,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
335,31-614-CAS-43376621,106-37-6,37500-95-1,,,146831-32-5,89,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (300W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
336,31-614-CAS-42830442,67-66-3,615-43-0,47459-89-2,,125701-60-2,89,"Yadav, Pooja; Thirupathi, Natesan",Iodoaniline Dependent Formation of N-Aroylguanidines Versus,"European Journal of Organic Chemistry (2024), 27(46), e202400803",sealed vial used,2071-20-7,3375-31-3,,,21351-79-1,,,,,,108-88-3,,,,,89,2024.0
337,31-614-CAS-40822548,616-45-5,3023036-64-5,,,3047932-16-8,89,"Redjdal, Wafa; Benmahdjoub, Sara; Luong, Thi Thanh Hyen; Benmerad,",Pd-Catalyzed Coupling of Bromo-N-(β-glucopyranosyl)quinolin-2-ones with,"ChemMedChem (2024), 19(15), e202400195","thermal, Buchwald-Hartwig coupling, sealed tube used",3375-31-3,161265-03-8,,,534-17-8,,,,,,123-91-1,,,,,89,2024.0
338,31-614-CAS-43475753,13889-98-0,3087454-75-6,,,3086578-79-9,89,"Lv, Lunan; Chen, Baiyu; Gao, Yang; Sun, Nannan; Li, Wei; Fu, Wei",Discovery of Novel N-Sulfonamide-tetrahydroquinolines as Potent Retinoic,"Journal of Medicinal Chemistry (2024), 67(23), 21400-21420",Buchwald-Hartwig coupling,3375-31-3,787618-22-8,,,534-17-8,,,,,,123-91-1,,,,,89,2024.0
339,31-614-CAS-41071049,692281-29-1,857784-97-5,,,3067323-94-5,89,"Jin, Liang; Li, Ya; Mao, Yihui; He, Xiao-Bao; Lu, Zhan; Zhang, Qi; Shi,",Chiral dinitrogen ligand enabled asymmetric Pd/norbornene cooperative,"Nature Communications (2024), 15(1), 4908","molecular sieves used, 90% ee, Schlenk tube used",51364-51-3,2641594-79-6,,,498-66-8,10294-26-5,,,,,108-88-3,7732-18-5,,,,89,2024.0
340,31-614-CAS-41071019,692279-78-0,3050665-13-6,,,3080208-50-7,89,"Jin, Liang; Li, Ya; Mao, Yihui; He, Xiao-Bao; Lu, Zhan; Zhang, Qi; Shi,",Chiral dinitrogen ligand enabled asymmetric Pd/norbornene cooperative,"Nature Communications (2024), 15(1), 4908","molecular sieves used, 90% ee, Schlenk tube used",51364-51-3,2641594-79-6,,,498-66-8,10294-26-5,,,,,108-88-3,7732-18-5,,,,89,2024.0
341,31-614-CAS-37774897,503-29-7,1282073-35-1,,,2966958-91-6,89,"Saha, Pallavi; Kour, Parampreet; Kumar, Rohit; Sharma, Deepak K.",K2S2O8 mediated metal free oxidative coupling of alcohols with,"Journal of Molecular Structure (2023), 1294(Part_2), 136431",Buchwald-Hartwig coupling,51364-51-3,,,,534-17-8,,,,,,123-91-1,,,,,89,2023.0
342,31-614-CAS-41196792,100-61-8,3048045-99-1,,,3048046-40-5,89,"Nojiri, Takaki; Tsuchiya, Naoki; Nishikata, Takashi",Sterically Congested Protecting Group for a Boronyl Group in Iterative,"Chemistry - A European Journal (2024), 30(18), e202303953","glovebox used, Buchwald-Hartwig cross-coupling, in air, alternative",51364-51-3,131274-22-1,,,865-47-4,,,,,,108-88-3,,,,,89,2024.0
343,31-614-CAS-43376610,92-84-2,327-51-5,,,3067859-53-1,89,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (200W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
344,31-614-CAS-41335345,19006-82-7,925442-76-8,,,3060705-41-8,89,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 84, molecular sieves usedin stage 2",52522-40-4,849924-41-0,,,534-17-8,,,,,,108-88-3,,,,,89,2024.0
345,31-614-CAS-38558258,1895-39-2,36684-47-6,,,2314-77-4,89,"Hu, Chengxian; Wang, Lu; Wu, Yuanyuan; Zheng, Yonglong; Fu, Ying; Du,",Synthesis of N-substituted phthalimides via Pd-catalyzed [4+1],"Chemical Communications (Cambridge, United Kingdom) (2023), 59(100),",sealed tube used,3375-31-3,166330-10-5,,,584-08-7,,,,,,68-12-2,,,,,89,2023.0
346,31-614-CAS-43376614,135-67-1,7657-09-2,,,3004959-04-7,89,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (200W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
347,31-614-CAS-41335324,3378-82-3,154476-88-7,,,3060705-21-4,89,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 90, molecular sieves usedin stage 2",52522-40-4,849924-41-0,,,534-17-8,,,,,,108-88-3,,,,,89,2024.0
348,31-614-CAS-39194499,1914543-70-6,2556666-81-8,,,3033295-05-2,89,"Wu, Chenggui; Liu, Ze-Shui; Shang, Yong; Liu, Chang; Deng, Shuang; Cheng,",Asymmetric Two-Component Alkenyl Catellani Reaction for the Construction,"Chinese Journal of Chemistry (2024), 42(7), 699-704","stereoselective (ee = 96%), thermal, Catellani reaction, sealed vial used",3375-31-3,5518-52-5,2248160-18-9,,584-08-7,,,,,,109-99-9,,,,,89,2024.0
349,31-614-CAS-38030239,110-91-8,7228-38-8,,,1021359-42-1,89,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,89,2023.0
350,31-614-CAS-38970016,583-53-9,589-09-3,,,112817-88-6,89,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28","Schlenk tube used, alternative preparation shown",2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,89,2024.0
351,31-614-CAS-43376609,135-67-1,327-51-5,,,2641736-67-4,89,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (200W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
352,31-614-CAS-41260530,92-84-2,108-86-1,,,7152-42-3,89,"Hoque, Injamam Ul; Samanta, Apurba; Pramanik, Shyamal; Chowdhury,",Photocascade chemoselective controlling of ambident thio(seleno)cyanates,"Nature Communications (2024), 15(1), 5739",,51364-51-3,131274-22-1,,,865-47-4,,,,,,108-88-3,,,,,89,2024.0
353,31-614-CAS-35203618,92-84-2,108-86-1,,,7152-42-3,87,"Gao, Mingxue; Tian, Yu; Li, Xiaoning; Gong, Yanxiang; Fang, Manman; Yang,","The Effect of Molecular Conformations and Simulated ""Self-Doping"" in","Angewandte Chemie, International Edition (2023), 62(5), e202214908",Schlenk tube used,3375-31-3,,,,865-47-4,13716-12-6,,,,,108-88-3,,,,,87,2023.0
354,31-614-CAS-37222328,108-90-7,110-91-8,,,92-53-5,89,"Garnes-Portoles, Francisco; Sanz-Navarro, Sergio; Ballesteros-Soberanas,",Indomuscone-Based Sterically Encumbered Phosphines as Ligands for,"Journal of Organic Chemistry (2023), 88(9), 5962-5971","reaction in a sealed vial,phosphine catalyst prepared and",51364-51-3,2942266-81-9,,,865-48-5,,,,,,123-91-1,,,,,89,2023.0
355,31-614-CAS-41289994,122-39-4,2781916-02-5,,,2781916-03-6,89,"Zhou, Zhou; Li, Yupeng; Tang, Xingxing; Huang, Zheng; Wang, Pengxiang;",Low-Temperature Cross-Linkable Hole Transport Material Based on Carbazole,"Macromolecules (Washington, DC, United States) (2024), 57(9), 4130-4140",Buchwald-Hartwig cross coupling,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,89,2024.0
356,31-614-CAS-36197160,3972-65-4,2921021-31-8,,,2921020-84-8,88,"Zhang, Yang; Xu, Jin-Bu; Xiao, Yao; Ji, Wan-Sheng; Shan, Lian-Hai; Wan,","Palladium-Catalyzed Synthesis, Acetylcholinesterase Inhibition, and","Journal of Natural Products (2023), 86(4), 939-946","optimization study, optimized on catalyst, optimized on ligand, optimized",3375-31-3,98327-87-8,,,865-47-4,7732-18-5,7647-01-0,1336-21-6,,,108-88-3,67-56-1,7732-18-5,,,88,2023.0
357,31-614-CAS-35336595,37500-95-1,2869098-82-6,,,2911536-88-2,88,"Feng, Xiucun; Zhou, Ningning; Zhou, Juanfang; Zhang, Weidong; Zhang,",Aggregation-induced emission and reversible high-contrast,"Dyes and Pigments (2023), 209(Part_A), 110901",,53199-31-8,,,,865-48-5,,,,,,108-88-3,,,,,88,2023.0
358,31-614-CAS-38006387,155310-24-0,2982878-42-0,,,2982878-49-7,88,"Sano, Yusuke; Shintani, Toshiki; Hayakawa, Masahiro; Oda, Susumu; Kondo,",One-Shot Construction of BN-Embedded Heptadecacene Framework Exhibiting,"Journal of the American Chemical Society (2023), 145(21), 11504-11511",,51364-51-3,657408-07-6,,,865-48-5,,,,,,108-88-3,,,,,88,2023.0
359,31-614-CAS-36837168,2941247-61-4,2941247-71-6,,,2941247-50-1,88,"Huang, Xiaobing; Yu, Jingxun; Luan, Xinjun",[3+2] Cycloaddition of Vinyl Cyclopropane and Hydroxylamines via,"Chinese Journal of Chemistry (2023), 41(16), 1937-1942","glove box used, sealed vial used, Lossen rearrangement",366-18-7,51364-51-3,,,534-17-8,,,,,,109-99-9,,,,,88,2023.0
360,31-614-CAS-39194504,1914543-70-6,2556670-63-2,,,3033295-08-5,88,"Wu, Chenggui; Liu, Ze-Shui; Shang, Yong; Liu, Chang; Deng, Shuang; Cheng,",Asymmetric Two-Component Alkenyl Catellani Reaction for the Construction,"Chinese Journal of Chemistry (2024), 42(7), 699-704","stereoselective (ee = 94%), thermal, Catellani reaction, sealed vial used",3375-31-3,5518-52-5,2248160-18-9,,584-08-7,,,,,,109-99-9,,,,,88,2024.0
361,31-614-CAS-38970004,589-09-3,110407-59-5,,,2495113-92-1,88,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28","chemoselective, Schlenk tube used, catalyst stoichiometry dependent",2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,88,2024.0
362,31-614-CAS-41335322,59-31-4,1959235-53-0,,,3060705-15-6,88,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 94",52522-40-4,849924-41-0,,,584-08-7,,,,,,1634-04-4,,,,,88,2024.0
363,31-614-CAS-37375289,636-98-6,236406-49-8,,,1301141-77-4,88,"Dichiara, Maria; Ambrosio, Francesca Alessandra; Lee, Sang Min;",Discovery of AD258 as a Sigma Receptor Ligand with Potent Antiallodynic,"Journal of Medicinal Chemistry (2023), 66(16), 11447-11463","sealed vial used, Buchwald-Hartwig amination",51364-51-3,657408-07-6,,,865-48-5,,,,,,108-88-3,7732-18-5,,,,88,2023.0
364,31-614-CAS-41198194,108-86-1,3053062-95-3,,,3053062-99-7,88,"Zhong, Rui; Wang, Mengyu; Wang, Xingdong; Wang, Shumeng; Shao, Shiyang;","Ten-Dibenzothiophenyl-9,9-diphenylacridane-based multiple resonance","Chemical Science (2024), 15(33), 13290-13298",,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,88,2024.0
365,31-614-CAS-39795706,402-43-7,268550-48-7,,,3057068-90-0,88,"Dorel, Ruth; Sun, Dawei; Carruthers, Nicholas; Castanedo, Georgette M.;",Discovery and Optimization of Selective Brain-Penetrant EBP Inhibitors,"Journal of Medicinal Chemistry (2024), 67(6), 4819-4832",Buchwald-Hartwig coupling,51364-51-3,161265-03-8,,,534-17-8,,,,,,123-91-1,,,,,88,2024.0
366,31-614-CAS-40479714,13091-23-1,790184-33-7,,,3034411-85-0,88,"Hartz, Richard A.; Ahuja, Vijay T.; Sivaprakasam, Prasanna; Xiao, Hong;","Design, Structure-Activity Relationships, and In Vivo Evaluation of","Journal of Medicinal Chemistry (2023), 66(6), 4231-4252",,7440-05-3,,,,7087-68-5,1333-74-0,,,,,75-09-2,67-56-1,,,,88,2023.0
367,31-614-CAS-41335308,109179-31-9,2530991-76-3,,,3060705-02-1,88,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 90",52522-40-4,849924-41-0,,,7778-53-2,,,,,,1634-04-4,,,,,88,2024.0
368,31-614-CAS-41071024,692279-78-0,3050665-11-4,,,3080208-48-3,88,"Jin, Liang; Li, Ya; Mao, Yihui; He, Xiao-Bao; Lu, Zhan; Zhang, Qi; Shi,",Chiral dinitrogen ligand enabled asymmetric Pd/norbornene cooperative,"Nature Communications (2024), 15(1), 4908","molecular sieves used, 91% ee, Schlenk tube used",51364-51-3,2641594-79-6,,,498-66-8,10294-26-5,,,,,108-88-3,7732-18-5,,,,88,2024.0
369,31-614-CAS-39722127,279-33-4,3068941-52-3,,,3068941-62-5,88,"Teng, Yaxin; Wu, Rui; Bo, Weichen; Tang, Minghai; Wang, TaiJin; Cui, Xue;",Fragment growth-based discovery of novel TNIK inhibitors for the,"European Journal of Medicinal Chemistry (2024), 268116240",Buchwald-Hartwig coupling,51364-51-3,213697-53-1,,,865-48-5,,,,,,108-88-3,,,,,88,2024.0
370,31-614-CAS-41071034,692279-78-0,1453088-14-6,,,3067323-77-4,88,"Jin, Liang; Li, Ya; Mao, Yihui; He, Xiao-Bao; Lu, Zhan; Zhang, Qi; Shi,",Chiral dinitrogen ligand enabled asymmetric Pd/norbornene cooperative,"Nature Communications (2024), 15(1), 4908","molecular sieves used, 92% ee, Schlenk tube used",51364-51-3,2641594-79-6,,,498-66-8,10294-26-5,,,,,108-88-3,7732-18-5,,,,88,2024.0
371,31-614-CAS-40129278,3036634-75-7,,,,3047887-64-6,88,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 92% ee",3375-31-3,76189-56-5,,,584-08-7,1310-73-2,,,,,108-88-3,123-91-1,,,,88,2023.0
372,31-614-CAS-35422502,1126-09-6,34259-99-9,,,2898498-66-1,88,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",sealed Schlenk tube used,2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,88,2023.0
373,31-614-CAS-36837165,2767559-07-7,2941247-61-4,,,2941247-42-1,88,"Huang, Xiaobing; Yu, Jingxun; Luan, Xinjun",[3+2] Cycloaddition of Vinyl Cyclopropane and Hydroxylamines via,"Chinese Journal of Chemistry (2023), 41(16), 1937-1942","glove box used, sealed vial used, Lossen rearrangement",366-18-7,51364-51-3,,,534-17-8,,,,,,109-99-9,,,,,88,2023.0
374,31-614-CAS-36837163,2148948-79-0,2941247-61-4,,,2941247-38-5,88,"Huang, Xiaobing; Yu, Jingxun; Luan, Xinjun",[3+2] Cycloaddition of Vinyl Cyclopropane and Hydroxylamines via,"Chinese Journal of Chemistry (2023), 41(16), 1937-1942","glove box used, sealed vial used, Lossen rearrangement",366-18-7,51364-51-3,,,534-17-8,,,,,,109-99-9,,,,,88,2023.0
